Rank,"Previous Rank","First Appearance","First Rank",Name,Computer,Site,Manufacturer,Country,Year,Segment,"Total Cores","Accelerator/Co-Processor Cores","Rmax [TFlop/s]","Rpeak [TFlop/s]",Nmax,Nhalf,"HPCG [TFlop/s]","Power (kW)","Power Source","Power Effeciency [GFlops/Watts]",Architecture,Processor,"Processor Technology","Processor Speed (MHz)","Operating System","OS Family",Accelerator/Co-Processor,"Cores per Socket","Processor Generation","System Model","System Family","Interconnect Family",Interconnect,Region,Continent,"Site ID","System ID"
309,232,52,172,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Northern Europe",Europe,50502,179453
310,233,52,181,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Northern Europe",Europe,50502,179456
311,234,52,183,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Northern Europe",Europe,50502,179457
312,235,52,185,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Northern Europe",Europe,50502,179458
313,236,52,168,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Northern Europe",Europe,50502,179459
314,237,52,170,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Northern Europe",Europe,50502,179460
315,238,52,173,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Northern Europe",Europe,50502,179461
316,239,52,175,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Northern Europe",Europe,50502,179462
317,240,53,240,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Singapore,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","South-eastern Asia",Asia,50758,179617
318,241,53,241,NA12,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Western Europe",Europe,50503,179618
319,242,53,242,NA11,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Western Europe",Europe,50503,179619
320,243,53,243,NA10,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Western Europe",Europe,50503,179620
321,244,53,244,NA9,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Western Europe",Europe,50503,179621
322,245,53,245,NA8,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Western Europe",Europe,50503,179622
323,246,53,246,NA7,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Western Europe",Europe,50503,179623
324,247,53,247,IA13,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Ireland,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Northern Europe",Europe,50502,179624
325,248,53,248,HKA1,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,"Hong Kong",2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Eastern Asia",Asia,50504,179627
326,249,53,249,NA6,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Netherlands,2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","Western Europe",Europe,50503,179632
327,250,53,250,SB5,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet","Software Company (M)",Lenovo,Singapore,2018,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","40G Ethernet","South-eastern Asia",Asia,50758,179638
328,,54,328,IA14,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet","Software Company (M)",Lenovo,Ireland,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","10G Ethernet","Northern Europe",Europe,50502,179709
329,,54,329,NA15,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet","Software Company (M)",Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","10G Ethernet","Western Europe",Europe,50503,179710
330,,54,330,J2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet","Software Company (M)",Lenovo,Japan,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","10G Ethernet","Eastern Asia",Asia,50772,179711
331,,54,331,NA14,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet","Software Company (M)",Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","10G Ethernet","Western Europe",Europe,50503,179712
332,,54,332,NA13,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet","Software Company (M)",Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","10G Ethernet","Western Europe",Europe,50503,179716
333,,54,333,"NY A2","Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet","Software Company (M)",Lenovo,Norway,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","10G Ethernet","Northern Europe",Europe,50814,179717
334,,54,334,"NY A1","Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet","Software Company (M)",Lenovo,Norway,2019,Industry,57600,,1649.11,2119.68,8586432,,,,,,Cluster,"Xeon E5-2673v4 20C 2.3GHz","Intel Broadwell",2300,Linux,Linux,None,20,"Intel Xeon E5 (Broadwell)","Lenovo C1040","Lenovo Cluster","Gigabit Ethernet","10G Ethernet","Northern Europe",Europe,50814,179718
335,,54,335,,"Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 100G Ethernet","Internet Service U",Inspur,China,2018,Others,40320,38400,1646,3520.512,1284000,,,,,,Cluster,"Xeon Gold 6130 16C 2.1GHz","Intel Skylake",2100,CentOS,Linux,"NVIDIA Tesla V100",16,"Xeon Gold","Inspur TS10000","Inspur Cluster","Gigabit Ethernet","100G Ethernet","Eastern Asia",Asia,50777,179794
336,251,53,251,,"INSPUR NF5288M5, Xeon Gold 6133 20C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet","Network Company",Inspur,China,2019,Industry,43520,40960,1643,3788.8,1326000,,,,,,Cluster,"Xeon Gold 6133 20C 2.5GHz","Intel Skylake",2500,CentOS,Linux,"NVIDIA Tesla V100",20,"Xeon Gold","INSPUR NF5288M5","Inspur Cluster","Gigabit Ethernet","25G Ethernet","Eastern Asia",Asia,50177,179613
337,,54,337,,"INSPUR NF5288M5, Xeon Gold 6132 14C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR","Internet Company",Inspur,China,2019,Industry,42752,40960,1643,3766.374,1326000,,,,,,Cluster,"Xeon Gold 6132 14C 2.6GHz","Intel Skylake",2600,Linux,Linux,"NVIDIA Tesla V100",14,"Xeon Gold","INSPUR NF5288M5","Inspur Cluster",Infiniband,"Infiniband EDR","Eastern Asia",Asia,50707,179799
338,,54,338,,"INSPUR NF5288M5, Xeon Gold 6132 14C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR","Internet Company",Inspur,China,2019,Industry,42752,40960,1643,3766.374,1326000,,,,,,Cluster,"Xeon Gold 6132 14C 2.6GHz","Intel Skylake",2600,Linux,Linux,"NVIDIA Tesla V100",14,"Xeon Gold","INSPUR NF5288M5","Inspur Cluster",Infiniband,"Infiniband EDR","Eastern Asia",Asia,50707,179800
339,252,42,19,ARCHER,"Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ","EPSRC/University of Edinburgh",Cray/HPE,"United Kingdom",2014,Research,118080,,1642.536,2550.528,,,80.792,3306.24,Derived,0.497,MPP,"Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ",Linux,None,12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe",Europe,50487,178188
340,253,52,187,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet","Service Provider T",Lenovo,China,2018,Industry,38400,,1639.3,3072,4293312,,,,,,Cluster,"Xeon Gold 6133 20C 2.5GHz","Intel Skylake",2500,Linux,Linux,None,20,"Xeon Gold","ThinkSystem HR650X","Lenovo ThinkSystem","Gigabit Ethernet","25G Ethernet","Eastern Asia",Asia,50329,179475
341,254,46,42,Surge,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",NOAA,Cray/HPE,"United States",2015,Research,48960,,1635.02,2036.736,3950400,,,956.25,Derived,1.71,MPP,"Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ",Linux,None,12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","North America",Americas,48437,178613
342,255,46,41,Luna,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",NOAA,Cray/HPE,"United States",2015,Research,48960,,1635.02,2036.736,3950400,,,956.25,Derived,1.71,MPP,"Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ",Linux,None,12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","North America",Americas,48437,178614
343,256,52,190,Cedar-2,"PowerEdge C6320/C6420, Xeon E5-2683 v4  16C 2.1GHz/Xeon Platinum 8160, Intel Omni-Path","Simon Fraser University/Compute Canada","Dell EMC",Canada,2018,Academic,55296,,1632.96,3715.8912,4030464,,,601,Submitted,2.717,Cluster,"Xeon E5-2683 v4  16C 2.1GHz","Intel Broadwell",2100,CentOS,Linux,None,16,"Intel Xeon E5 (Broadwell)","PowerEdge C6320","Dell PowerEdge Cluster",Omnipath,"Intel Omni-Path","North America",Americas,50722,179600
344,257,52,191,,"ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2018,Government,32144,26240,1630.13,2637.71,1774464,,,,,,Cluster,"Xeon Gold 6140 18C 2.3GHz","Intel Skylake",2300,Linux,Linux,"NVIDIA Tesla V100",18,"Xeon Gold","ThinkSystem SR650","Lenovo ThinkSystem",Infiniband,"Infiniband EDR","Eastern Asia",Asia,50774,179497
345,,54,345,,"ThinkSystem SD650, Xeon Gold 6240 18C 2.6GHz, Infiniband EDR","Beijing Meteorological Association",Lenovo,China,2019,Research,28800,,1624.11,2695.68,3919104,,,,,,Cluster,"Xeon Gold 6240 18C 2.6GHz","Intel Cascade lake",2600,Linux,Linux,None,18,"Xeon Gold 62xx (Cascade Lake)","ThinkSystem SD650","Lenovo ThinkSystem",Infiniband,"Infiniband EDR","Eastern Asia",Asia,50816,179758
346,258,52,192,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet","Service Provider T",Lenovo,China,2018,Industry,37600,,1608.22,3008,4248384,,,,,,Cluster,"Xeon Gold 6133 20C 2.5GHz","Intel Skylake",2500,Linux,Linux,None,20,"Xeon Gold","ThinkSystem HR650X","Lenovo ThinkSystem","Gigabit Ethernet","25G Ethernet","Eastern Asia",Asia,50329,179476
347,,54,347,"Ogbon Cimatec/Petrobras","Bull Sequana X1000, Xeon Gold 6240 18C 2.6GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2","SENAI CIMATEC",Atos,Brazil,2019,Research,27768,24960,1605,2323.277,1142592,,6.985,,,,Cluster,"Xeon Gold 6240 18C 2.6GHz","Intel Cascade lake",2600,"bullx SCS",Linux,"NVIDIA Tesla V100 SXM2",18,"Xeon Gold 62xx (Cascade Lake)","Bull Sequana X1000","Bull Sequana",Infiniband,"Mellanox InfiniBand EDR","South America",Americas,50537,179703
348,259,51,267,"Internet Company T X2","Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet","Service Provider T",Lenovo,China,2018,Industry,86800,,1603.23,3333.12,6299136,,,,,,Cluster,"Xeon E5-2680v4 14C 2.4GHz","Intel Broadwell",2400,Linux,Linux,None,14,"Intel Xeon E5 (Broadwell)","Lenovo RD450","Lenovo Cluster","Gigabit Ethernet","10G Ethernet","Eastern Asia",Asia,50329,179359
349,260,50,82,"HOKUSAI BigWaterfall	","PRIMERGY CX2550 M4, Xeon Gold 6148 20C 2.4GHz, Infiniband EDR","Information Systems Division, RIKEN",Fujitsu,Japan,2017,Research,33600,,1601,2580.48,2741752,,,,,,Cluster,"Xeon Gold 6148 20C 2.4GHz","Intel Skylake",2400,Linux,Linux,None,20,"Xeon Gold","PRIMERGY CX2550 M4","Fujitsu PRIMERGY",Infiniband,"Infiniband EDR","Eastern Asia",Asia,50734,179172
350,261,52,195,U3,"ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2018,Government,31360,25600,1593.03,2573.376,1752768,,,,,,Cluster,"Xeon Gold 6140 18C 2.3GHz","Intel Skylake",2300,Linux,Linux,"NVIDIA Tesla V100",18,"Xeon Gold","ThinkSystem SR650","Lenovo ThinkSystem",Infiniband,"Infiniband EDR","Eastern Asia",Asia,50774,179547
351,262,53,262,,"Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet","Internet Company",Sugon,China,2019,Industry,48000,,1590,3225.6,4307000,,,530,Submitted,3,Cluster,"Xeon Gold 6130 16C 2.1GHz","Intel Skylake",2100,CentOS,Linux,None,16,"Xeon Gold","Sugon TC6000","Sugon Cluster","Gigabit Ethernet","25G Ethernet","Eastern Asia",Asia,50743,179669
352,263,42,17,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","IBM Development Engineering",IBM,"United States",2013,Vendor,62944,,1587,1931.625,,,,3575.63,Submitted,0.444,MPP,"POWER7 8C 3.84GHz",Power,3836,Linux,Linux,None,8,POWER7,"Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","North America",Americas,50515,178322
353,264,53,264,Cygnus,"NEC LX Cluster, Xeon Gold 6126 12C 2.6GHz, NVIDIA Tesla V100, InfiniBand HDR100","Center for Computational Sciences, University of Tsukuba",NEC,Japan,2019,Academic,27520,25600,1582,2399.744,1171968,,,,,,Cluster,"Xeon Gold 6126 12C 2.6GHz","Intel Skylake",2600,CentOS,Linux,"NVIDIA Tesla V100",12,"Xeon Gold","NEC LX Cluster","NEC Cluster",Infiniband,"InfiniBand HDR100","Eastern Asia",Asia,47529,179688
354,265,52,197,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet","Service Provider T",Lenovo,China,2018,Industry,36800,,1579.98,2944,4202880,,,,,,Cluster,"Xeon Gold 6133 20C 2.5GHz","Intel Skylake",2500,Linux,Linux,None,20,"Xeon Gold","ThinkSystem HR650X","Lenovo ThinkSystem","Gigabit Ethernet","25G Ethernet","Eastern Asia",Asia,50329,179477
355,266,53,266,,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet","Internet Company",Sugon,China,2019,Industry,88800,,1569,6535.68,5524000,,,1150,Submitted,1.364,Cluster,"Xeon Gold 5118 12C 2.3GHz","Intel Skylake",2300,Linux,Linux,None,12,"Xeon Gold","Sugon TC6000","Sugon Cluster","Gigabit Ethernet","10G Ethernet","Eastern Asia",Asia,50743,179675
356,267,52,198,SGSystem,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet","State Grid Corp",Sugon,China,2018,Industry,92000,,1562,3238.4,7167000,,,960,Submitted,1.627,Cluster,"Xeon E5-2630v4 10C 2.2GHz","Intel Broadwell",2200,CentOS,Linux,None,10,"Intel Xeon E5 (Broadwell)","Sugon TC6000","Sugon Cluster","Gigabit Ethernet","10G Ethernet","Eastern Asia",Asia,50610,179545
357,,54,357,,"Inspur TS10000, Xeon Platinum 8160  24C 2.1GHz, NVIDIA Tesla V100, 10G Ethernet","Service Provider T",Inspur,China,2018,Industry,34400,32000,1560,2987.52,1172000,,,,,,Cluster,"Xeon Platinum 8160  24C 2.1GHz","Intel Skylake",2100,CentOS,Linux,"NVIDIA Tesla V100",24,"Xeon Platinum","Inspur TS10000","Inspur Cluster","Gigabit Ethernet","10G Ethernet","Eastern Asia",Asia,50329,179769
358,,54,358,,"Inspur TS10000, Xeon Platinum 8160  24C 2.1GHz, NVIDIA Tesla V100, 10G Ethernet","Service Provider T",Inspur,China,2018,Industry,34400,32000,1560,2987.52,1172000,,,,,,Cluster,"Xeon Platinum 8160  24C 2.1GHz","Intel Skylake",2100,CentOS,Linux,"NVIDIA Tesla V100",24,"Xeon Platinum","Inspur TS10000","Inspur Cluster","Gigabit Ethernet","10G Ethernet","Eastern Asia",Asia,50329,179771
359,,54,359,,"Inspur TS10000, Xeon Platinum 8160  24C 2.1GHz, NVIDIA Tesla V100, 10G Ethernet","Service Provider T",Inspur,China,2018,Industry,34400,32000,1560,2987.52,1172000,,,,,,Cluster,"Xeon Platinum 8160  24C 2.1GHz","Intel Skylake",2100,CentOS,Linux,"NVIDIA Tesla V100",24,"Xeon Platinum","Inspur TS10000","Inspur Cluster","Gigabit Ethernet","10G Ethernet","Eastern Asia",Asia,50329,179772
360,268,52,199,U2,"ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2018,Government,30576,24960,1558.4,2509.042,1730688,,,,,,Cluster,"Xeon Gold 6140 18C 2.3GHz","Intel Skylake",2300,Linux,Linux,"NVIDIA Tesla V100",18,"Xeon Gold","ThinkSystem SR650","Lenovo ThinkSystem",Infiniband,"Infiniband EDR","Eastern Asia",Asia,50774,179548
361,269,52,200,,"ThinkSystem HR650X, Xeon Gold 6148 20C 2.4GHz, 10G Ethernet","Internet Company S",Lenovo,China,2018,Industry,38880,,1555.97,2985.984,4320000,,,,,,Cluster,"Xeon Gold 6148 20C 2.4GHz","Intel Skylake",2400,Linux,Linux,None,20,"Xeon Gold","ThinkSystem HR650X","Lenovo ThinkSystem","Gigabit Ethernet","10G Ethernet","Eastern Asia",Asia,50773,179489
362,270,52,201,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet","Service Provider T",Lenovo,China,2018,Industry,36000,,1552.44,2880,4156992,,,,,,Cluster,"Xeon Gold 6133 20C 2.5GHz","Intel Skylake",2500,Linux,Linux,None,20,"Xeon Gold","ThinkSystem HR650X","Lenovo ThinkSystem","Gigabit Ethernet","25G Ethernet","Eastern Asia",Asia,50329,179478
363,271,51,293,"Internet Company T Z1","Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet","Service Provider T",Lenovo,China,2017,Industry,84000,,1551.51,3225.6,6196800,,,,,,Cluster,"Xeon E5-2680v4 14C 2.4GHz","Intel Broadwell",2400,Linux,Linux,None,14,"Intel Xeon E5 (Broadwell)","Lenovo RD450","Lenovo Cluster","Gigabit Ethernet","10G Ethernet","Eastern Asia",Asia,50329,179358
364,272,51,266,"Internet Company T X1","Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet","Service Provider T",Lenovo,China,2018,Industry,82880,,1537.19,3182.592,6155328,,,,,,Cluster,"Xeon E5-2680v4 14C 2.4GHz","Intel Broadwell",2400,Linux,Linux,None,14,"Intel Xeon E5 (Broadwell)","Lenovo RD450","Lenovo Cluster","Gigabit Ethernet","10G Ethernet","Eastern Asia",Asia,50329,179360
365,273,48,66,"LANL CTS-1 Grizzly","Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","Los Alamos National Laboratory","Penguin Computing","United States",2016,Research,53352,,1524.72,1792.627,4268160,,,603.4,Submitted,2.527,Cluster,"Xeon E5-2695v4 18C 2.1GHz","Intel Broadwell",2100,TOSS,Linux,None,18,"Intel Xeon E5 (Broadwell)","Tundra Extreme Scale","Penguin Computing Cluster",Omnipath,"Intel Omni-Path","North America",Americas,48276,178972
